NM,FQ,FM,LQ
11574,10202,9922,11258
11161,9781,10343,11596
10641,9548,10803,11747
10129,9526,11230,11674
9734,9699,11561,11386
9528,10029,11739,10941
9538,10474,11702,10441
9750,10978,11423,9998
10117,11457,10945,9696
10582,11787,10393,9575
11078,11848,9920,9642
11516,11608,9632,9885
11789,11149,9555,10278
11806,10619,9661,10770
11549,10144,9916,11261
11096,9793,10290,11629
10576,9587,10750,11775
10108,9544,11228,11670
9768,9679,11621,11356
9590,10005,11809,10921
9587,10498,11719,10458
9764,11067,11368,10036
10121,11552,10870,9713
10614,11808,10356,9549
11144,11779,9925,9594
11570,11511,9634,9862
11781,11095,9518,10303
11738,10623,9597,10816
11481,10162,9871,11286
11079,9783,10301,11616
10614,9546,10815,11751
10154,9510,11305,11675
9776,9699,11660,11397
9558,10091,11799,10958
9560,10603,11690,10439
9793,11123,11352,9958
10203,11538,10857,9628
10691,11763,10317,9513
11155,11754,9852,9622
11514,11512,9560,9910
11717,11090,9487,10320
11724,10587,9625,10791
11517,10112,9934,11258
11117,9755,10361,11635
10602,9573,10846,11819
10097,9582,11319,11733
9729,9774,11688,11379
9570,10131,11841,10864
9624,10608,11704,10335
9852,11127,11302,9910
10205,11561,10760,9641
10642,11783,10234,9541
11105,11740,9830,9617
11510,11461,9597,9867
11755,11040,9538,10285
11759,10578,9651,10812
11508,10154,9931,11339
11069,9816,10366,11718
10560,9606,10902,11835
10098,9572,11417,11670
9756,9756,11759,11295
9579,10148,11825,10815
9591,10667,11616,10325
9797,11179,11218,9898
10173,11559,10738,9599
10656,11733,10265,9482
11147,11694,9862,9581
11540,11467,9591,9891
11750,11095,9505,10362
11735,10631,9640,10897
11498,10154,9987,11382
11080,9763,10480,11709
10563,9553,11004,11809
10055,9575,11441,11654
9678,9815,11708,11275
9511,10210,11761,10767
9573,10675,11596,10247
9829,11136,11236,9826
10217,11518,10749,9573
10672,11747,10237,9516
11133,11756,9814,9650
11530,11520,9572,9952
11779,11086,9550,10391
11790,10565,9731,10911
11519,10089,10069,11411
11024,9750,10506,11752
10455,9588,10981,11818
9972,9608,11414,11599
9663,9804,11709,11181
9545,10163,11777,10692
9605,10641,11591,10235
9822,11154,11198,9871
10183,11580,10704,9632
10660,11801,10226,9543
11184,11758,9851,9641
11628,11475,9627,9949
11850,11040,9577,10440
11771,10550,9719,11000
11428,10090,10046,11471
10940,9730,10508,11730
10431,9533,11013,11738
9988,9546,11442,11532
9668,9777,11697,11178
9514,10188,11733,10739
9557,10698,11555,10279
9809,11200,11205,9869
10241,11590,10744,9593
10770,11792,10251,9519
11283,11759,9824,9680
11657,11486,9566,10041
11812,11026,9537,10519
11721,10483,9734,11010
11406,9990,10096,11424
10934,9649,10542,11686
10406,9512,10994,11744
9934,9581,11389,11574
9618,9828,11664,11207
9509,10215,11756,10723
9614,10696,11612,10235
9901,11206,11231,9845
10320,11636,10696,9621
10808,11853,10161,9583
11289,11772,9763,9729
11664,11414,9572,10041
11828,10906,9579,10488
11717,10393,9753,10993
11362,9971,10064,11444
10866,9684,10483,11724
10359,9548,10965,11760
9943,9580,11424,11556
9671,9801,11742,11176
9569,10211,11808,10718
9645,10757,11590,10262
9905,11309,11154,9874
10332,11701,10633,9613
10856,11825,10147,9538
11353,11678,9773,9685
11690,11334,9556,10039
11787,10888,9524,10527
11644,10414,9693,11034
11317,9982,10045,11452
10882,9657,10527,11703
10409,9504,11047,11748
9973,9569,11491,11580
9654,9857,11756,11220
9530,10316,11782,10728
9640,10844,11563,10207
9962,11326,11142,9781
10418,11661,10611,9546
10902,11785,10089,9536
11324,11670,9695,9729
11622,11340,9500,10077
11745,10871,9525,10522
11661,10369,9745,11003
11364,9938,10115,11446
10898,9655,10577,11752
10369,9557,11068,11821
9910,9649,11509,11603
9631,9917,11792,11156
9570,10333,11816,10615
9707,10841,11547,10124
9993,11337,11063,9767
10387,11688,10514,9573
10844,11793,10036,9551
11294,11640,9707,9703
11644,11287,9552,10032
11792,10839,9569,10511
11681,10387,9757,11059
11332,9995,10112,11539
10845,9705,10605,11809
10342,9566,11150,11792
9926,9626,11601,11518
9653,9908,11822,11083
9556,10372,11755,10590
9655,10902,11452,10120
9942,11366,11009,9743
10377,11660,10525,9521
10876,11742,10076,9498
11339,11619,9723,9696
11661,11324,9528,10088
11776,10901,9539,10603
11660,10416,9776,11130
11332,9961,10202,11554
10854,9641,10722,11783
10323,9534,11215,11767
9859,9659,11580,11503
9572,9975,11754,11054
9509,10409,11711,10527
9664,10880,11458,10042
9987,11317,11032,9693
10412,11644,10520,9527
10879,11785,10034,9556
11324,11686,9683,9768
11670,11348,9540,10135
11823,10856,9612,10621
11704,10339,9869,11148
11314,9915,10255,11593
10763,9654,10714,11815
10218,9573,11180,11747
9809,9670,11565,11425
9587,9941,11768,10965
9549,10361,11724,10484
9680,10870,11438,10065
9964,11363,10987,9752
10385,11712,10488,9573
10899,11819,10046,9563
11407,11660,9732,9755
11766,11294,9582,10154
11852,10820,9616,10694
11640,10333,9842,11231
11215,9908,10238,11613
10707,9614,10731,11759
10221,9508,11215,11666
9828,9621,11576,11391
9576,9940,11739,10995
9507,10408,11681,10538
9646,10929,11422,10089
9987,11396,11013,9727
10477,11711,10523,9534
11015,11811,10043,9566
11476,11665,9680,9824
11755,11294,9522,10247
11798,10780,9598,10740
11602,10244,9877,11204
11208,9812,10284,11559
10698,9561,10741,11738
10183,9519,11176,11698
9772,9671,11529,11436
9545,9985,11735,11004
9534,10421,11729,10503
9727,10928,11471,10047
10080,11420,11002,9725
10536,11771,10444,9582
11030,11854,9958,9625
11476,11634,9650,9847
11766,11191,9550,10224
11809,10667,9635,10707
11582,10190,9870,11205
11151,9827,10233,11595
10638,9604,10691,11774
10163,9540,11180,11700
9806,9655,11595,11407
9608,9963,11812,10981
9582,10449,11746,10513
9739,11019,11413,10077
10080,11514,10922,9735
10563,11789,10403,9550
11089,11784,9960,9573
11525,11539,9652,9818
11759,11141,9514,10244
11747,10676,9572,10754
11518,10214,9828,11234
11137,9821,10249,11588
10676,9566,10764,11754
10208,9507,11265,11705
9813,9675,11641,11444
9572,10051,11802,11011
9551,10554,11714,10486
9764,11072,11393,9993
10155,11496,10908,9645
10633,11742,10365,9511
11096,11760,9890,9598
11469,11545,9580,9866
11697,11144,9485,10262
11736,10648,9602,10733
11558,10168,9895,11212
11176,9795,10316,11610
10664,9592,10801,11822
10148,9579,11282,11760
9759,9751,11666,11421
9578,10088,11840,10910
9610,10554,11725,10379
9815,11071,11344,9943
10152,11516,10814,9658
10580,11764,10287,9540
11045,11753,9871,9594
11467,11503,9619,9826
11740,11099,9540,10230
11778,10640,9633,10757
11553,10208,9897,11297
11126,9853,10324,11696
10615,9622,10856,11837
10141,9565,11376,11693
9782,9725,11733,11333
9582,10099,11822,10860
9572,10607,11639,10370
9756,11121,11264,9935
10118,11517,10796,9620
10594,11720,10321,9484
11091,11714,9906,9560
11505,11513,9615,9851
11744,11154,9507,10312
11757,10690,9622,10848
11540,10202,9953,11341
11132,9794,10434,11686
10612,9563,10954,11806
10095,9563,11394,11674
9701,9780,11678,11315
9513,10156,11758,10818
9552,10613,11622,10299
9789,11078,11287,9868
10164,11480,10812,9597
10617,11737,10296,9520
11085,11778,9858,9631
11501,11566,9595,9916
11774,11141,9550,10344
11809,10618,9711,10861
11557,10130,10029,11368
11073,9775,10452,11724
10505,9594,10921,11817
10012,9591,11363,11624
9686,9766,11679,11228
9548,10108,11778,10750
9586,10579,11624,10292
9786,11098,11255,9916
10136,11546,10767,9658
10611,11797,10282,9548
11141,11782,9889,9624
11601,11517,9644,9913
11844,11088,9572,10390
11787,10596,9692,10945
11464,10127,9999,11424
10988,9753,10448,11703
10482,9538,10950,11740
10032,9529,11391,11563
9696,9738,11672,11231
9521,10134,11740,10802
9542,10640,11592,10338
9777,11152,11260,9914
10198,11562,10803,9617
10725,11789,10300,9521
11242,11778,9857,9658
11628,11522,9578,10000
11802,11069,9526,10464
11735,10529,9699,10951
11445,10028,10044,11375
10989,9673,10481,11661
10463,9518,10935,11750
9983,9564,11345,11611
9648,9792,11645,11265
9517,10166,11767,10787
9600,10644,11650,10290
9872,11161,11283,9884
10279,11607,10751,9639
10760,11846,10206,9579
11242,11787,9793,9701
11630,11448,9579,9995
11816,10953,9564,10427
11735,10442,9719,10931
11406,10013,10013,11397
10926,9712,10424,11705
10420,9556,10910,11775
9991,9567,11386,11597
9700,9769,11729,11232
9576,10166,11823,10775
9631,10707,11625,10311
9873,11263,11202,9907
10285,11670,10683,9625
10801,11816,10190,9528
11300,11694,9801,9653
11653,11372,9565,9987
11779,10939,9511,10464
11667,10469,9660,10975
11365,10030,9998,11410
10943,9689,10475,11689
10469,9515,11000,11764
10019,9558,11459,11619
9680,9826,11746,11270
9533,10271,11795,10777
9621,10792,11595,10249
9923,11277,11187,9809
10363,11628,10661,9555
10841,11776,10135,9523
11270,11690,9726,9695
11587,11385,9511,10027
11739,10931,9514,10463
11688,10430,9715,10949
11415,9988,10073,11409
10961,9686,10530,11741
10426,9566,11026,11835
9951,9636,11478,11636
9652,9883,11779,11199
9568,10283,11824,10661
9681,10784,11577,10164
9948,11284,11112,9794
10328,11653,10570,9584
10780,11790,10085,9540
11241,11667,9741,9673
11612,11340,9565,9985
11792,10902,9562,10456
11712,10447,9732,11009
11384,10041,10074,11505
10902,9732,10561,11797
10393,9570,11105,11803
9961,9608,11565,11547
9668,9869,11805,11124
9550,10315,11765,10636
9625,10841,11486,10163
9895,11313,11062,9775
10317,11630,10585,9534
10817,11743,10129,9490
11292,11651,9759,9667
11639,11376,9543,10044
11782,10962,9532,10553
11690,10471,9751,11083
11380,10001,10162,11519
10906,9662,10672,11768
10369,9533,11164,11774
9893,9636,11538,11533
9586,9930,11735,11100
9502,10349,11722,10580
9635,10818,11497,10091
9940,11267,11091,9728
10358,11618,10583,9542
10827,11791,10087,9550
11285,11720,9717,9742
11652,11400,9551,10094
11829,10911,9602,10571
11732,10386,9838,11099
11358,9949,10208,11554
10813,9670,10656,11798
10265,9568,11122,11757
9843,9644,11521,11462
9602,9894,11751,11019
9544,10301,11741,10542
9656,10808,11484,10117
9924,11316,11049,9789
10337,11692,10548,9591
10853,11827,10094,9558
11371,11692,9761,9728
11748,11339,9588,10111
11856,10867,9600,10640
11665,10375,9805,11177
11258,9940,10183,11573
10759,9630,10667,11744
10272,9503,11155,11684
9866,9593,11536,11435
9595,9893,11730,11054
9504,10351,11703,10601
9623,10875,11468,10143
9950,11355,11071,9763
10433,11693,10579,9547
10971,11817,10086,9556
11439,11691,9703,9793
11733,11334,9523,10198
11799,10824,9577,10680
11628,10288,9834,11148
11255,9846,10227,11519
10757,9578,10679,11727
10239,9514,11122,11720
9814,9645,11496,11484
9566,9942,11731,11066
9532,10370,11753,10563
9706,10879,11517,10094
10044,11383,11055,9754
10491,11751,10495,9589
10982,11856,9996,9610
11433,11658,9670,9810
11740,11231,9548,10169
11811,10716,9611,10645
11612,10238,9828,11148
11204,9864,10179,11559
10700,9625,10634,11769
10219,9540,11132,11727
9847,9633,11568,11457
9627,9925,11811,11039
9578,10401,11771,10566
9717,10969,11455,10118
10040,11473,10971,9758
10511,11766,10451,9552
11033,11785,9998,9553
11477,11566,9672,9777
11733,11188,9514,10185
11753,10733,9550,10691
11553,10269,9788,11182
11193,9864,10199,11558
10739,9589,10713,11754
10263,9508,11225,11732
9849,9655,11618,11489
9587,10012,11801,11061
9543,10505,11734,10532
9735,11019,11432,10028
10108,11452,10956,9666
10573,11718,10415,9512
11036,11764,9932,9575
11422,11578,9604,9824
11675,11198,9487,10207
11746,10711,9583,10675
11597,10225,9861,11164
11234,9837,10271,11585
10724,9614,10755,11823
10197,9578,11243,11783
9791,9727,11642,11459
9588,10045,11835,10955
9596,10499,11744,10422
9781,11012,11385,9978
10100,11469,10868,9679
10518,11743,10342,9541
10985,11765,9915,9575
11422,11544,9644,9788
11723,11158,9544,10179
11793,10703,9617,10704
11595,10262,9866,11253
11181,9890,10282,11672
10670,9638,10810,11835
10185,9558,11334,11712
9808,9696,11704,11367
9589,10050,11815,10905
9555,10546,11660,10416
9719,11061,11309,9974
10064,11473,10855,9645
10533,11706,10379,9488
11037,11730,9953,9543
11468,11556,9642,9816
11734,11212,9512,10265
11774,10750,9606,10798
11578,10251,9920,11299
11182,9824,10388,11658
10663,9574,10900,11800
10136,9551,11346,11691
9726,9746,11645,11353
9518,10103,11752,10869
9535,10551,11647,10353
9751,11020,11338,9912
10115,11439,10875,9625
10563,11726,10357,9525
11039,11797,9903,9618
11470,11608,9619,9883
11767,11195,9551,10297
11826,10669,9690,10810
11592,10171,9990,11321
11120,9801,10398,11694
10555,9600,10861,11811
10055,9577,11309,11648
9713,9730,11646,11275
9555,10054,11777,10808
9573,10516,11656,10349
9755,11043,11309,9963
10092,11510,10831,9686
10563,11790,10338,9554
11099,11801,9930,9608
11572,11555,9662,9878
11835,11134,9567,10340
11801,10641,9665,10888
11499,10165,9952,11374
11037,9778,10388,11673
10536,9545,10886,11740
10079,9514,11339,11594
9727,9701,11646,11283
9531,10082,11746,10863
9532,10584,11626,10397
9748,11103,11313,9961
10157,11532,10861,9642
10680,11781,10351,9524
11199,11793,9891,9639
11596,11553,9591,9959
11789,11113,9516,10408
11747,10574,9668,10890
11481,10070,9993,11324
11043,9701,10420,11633
10523,9526,10876,11754
10034,9551,11299,11647
9681,9759,11625,11320
9528,10119,11777,10849
9590,10593,11685,10345
9844,11116,11333,9924
10237,11577,10804,9658
10711,11836,10251,9576
11193,11799,9823,9675
11592,11481,9590,9948
11800,11000,9553,10366
11750,10493,9686,10868
11450,10059,9964,11348
10986,9743,10368,11683
10481,9569,10856,11785
10041,9559,11346,11636
9731,9740,11713,11287
9585,10122,11834,10831
9618,10657,11659,10358
9840,11217,11248,9939
10237,11636,10733,9639
10744,11803,10234,9521
11245,11707,9832,9624
11613,11409,9577,9938
11767,10991,9503,10402
11687,10527,9630,10915
11413,10080,9953,11368
11003,9724,10424,11673
10529,9528,10954,11777
10066,9549,11426,11654
9708,9796,11733,11317
9538,10225,11803,10826
9603,10740,11623,10290
9885,11226,11232,9838
10308,11591,10713,9567
10778,11765,10184,9513
11214,11708,9761,9664
11550,11430,9525,9978
11732,10991,9506,10406
11712,10491,9690,10894
11465,10039,10034,11370
11021,9719,10486,11726
10482,9577,10983,11845
9993,9625,11443,11667
9673,9850,11761,11241
9567,10234,11829,10705
9658,10725,11607,10205
9903,11229,11161,9825
10269,11617,10627,9596
10718,11783,10138,9533
11186,11694,9777,9645
11580,11391,9581,9940
11791,10964,9557,10403
11741,10507,9708,10960
11432,10089,10036,11471
10957,9760,10515,11782
10443,9576,11058,11810
9997,9591,11525,11574
9685,9831,11783,11165
9545,10259,11770,10684
9599,10778,11519,10209
9849,11259,11115,9810
10259,11599,10645,9552
10757,11743,10184,9486
11245,11680,9799,9641
11615,11427,9560,10002
11786,11021,9527,10503
11719,10525,9726,11035
11424,10041,10121,11483
10956,9684,10620,11749
10416,9534,11109,11779
9928,9613,11495,11561
9603,9887,11713,11146
9497,10291,11730,10636
9609,10756,11534,10144
9897,11215,11149,9767
10306,11590,10647,9561
10776,11794,10141,9547
11245,11750,9754,9718
11632,11447,9564,10054
11832,10963,9593,10521
11757,10433,9808,11047
11399,9984,10160,11512
10864,9687,10597,11778
10313,9566,11063,11765
9880,9620,11474,11499
9621,9850,11732,11073
9542,10243,11755,10603
9633,10749,11527,10172
9887,11268,11109,9829
10291,11669,10609,9609
10807,11832,10144,9554
11334,11720,9791,9703
11727,11380,9595,10068
11855,10914,9584,10585
11688,10418,9768,11120
11301,9973,10128,11530
10812,9648,10604,11727
10324,9501,11096,11697
9908,9569,11495,11476
9618,9850,11718,11112
9506,10297,11722,10663
9604,10822,11512,10197
9916,11314,11128,9799
10390,11672,10635,9562
10925,11819,10129,9548
11399,11714,9728,9762
11707,11372,9525,10149
11795,10871,9556,10620
11651,10334,9793,11089
11302,9882,10171,11477
10816,9599,10617,11714
10298,9514,11068,11739
9858,9624,11461,11531
9589,9904,11723,11127
9533,10321,11775,10623
9687,10829,11559,10143
10010,11341,11108,9784
10445,11727,10545,9599
10929,11856,10034,9597
11386,11679,9692,9774
11710,11272,9549,10115
11808,10768,9590,10581
11641,10289,9789,11089
11257,9905,10127,11520
10763,9649,10578,11763
10277,9543,11085,11752
9888,9615,11540,11503
9648,9889,11808,11094
9578,10353,11792,10618
9695,10918,11495,10158
9999,11431,11020,9781
10457,11740,10500,9556
10974,11785,10037,9535
11427,11591,9696,9737
11705,11234,9517,10129
11756,10790,9532,10629
11587,10325,9751,11129
11248,9908,10152,11527
10801,9615,10664,11750
10319,9511,11184,11755
9888,9637,11593,11530
9603,9976,11796,11109
9537,10454,11752,10578
9706,10965,11468,10065
10060,11405,11007,9687
10513,11691,10468,9515
10974,11766,9975,9557
11373,11609,9631,9785
11650,11253,9491,10155
11753,10774,9567,10618
11635,10282,9830,11115
11290,9881,10230,11556
10784,9637,10710,11819
10248,9578,11203,11802
9824,9705,11613,11495
9599,10003,11826,10999
9584,10443,11760,10466
9747,10953,11424,10016
10047,11421,10923,9703
10455,11720,10399,9546
10925,11774,9961,9559
11377,11583,9673,9752
11706,11215,9552,10129
11807,10765,9604,10651
11634,10317,9836,11208
11234,9930,10240,11644
10724,9655,10763,11828
10229,9554,11287,11728
9836,9669,11670,11401
9596,10002,11805,10951
9540,10485,11679,10465
9684,11000,11352,10018
10012,11428,10913,9674
10474,11687,10439,9497
10983,11744,10001,9529
11432,11596,9671,9783
11723,11268,9518,10219
11789,10807,9592,10747
11615,10298,9888,11253
11230,9856,10341,11628
10713,9585,10845,11791
10180,9540,11294,11706
9755,9714,11608,11392
9526,10052,11743,10923
9521,10489,11669,10409
9718,10961,11386,9961
10067,11397,10937,9656
10512,11711,10417,9536
10992,11813,9950,9604
11440,11647,9644,9852
11756,11245,9554,10252
11838,10719,9671,10756
11625,10213,9950,11272
11167,9828,10343,11659
10607,9609,10800,11803
10100,9565,11253,11670
9743,9697,11610,11322
9565,10003,11773,10868
9562,10457,11684,10409
9726,10987,11362,10012
10050,11474,10892,9717
10517,11779,10394,9563
11057,11816,9970,9594
11542,11589,9681,9843
11822,11179,9563,10289
11811,10686,9639,10830
11531,10205,9905,11322
11087,9805,10327,11641
10591,9555,10823,11738
10128,9503,11286,11622
9761,9669,11618,11334
9545,10033,11748,10927
9523,10529,11658,10457
9722,11054,11364,10007
10118,11500,10917,9669
10635,11770,10401,9527
11154,11804,9926,9619
11561,11583,9605,9919
11772,11155,9508,10351
11756,10622,9638,10829
11516,10113,9945,11271
11098,9732,10361,11603
10585,9537,10817,11757
10088,9541,11254,11680
9716,9730,11602,11376
9540,10076,11783,10910
9582,10543,11716,10400
9818,11068,11381,9964
10196,11542,10856,9678
10660,11822,10297,9574
11142,11807,9855,9651
11551,11512,9602,9903
11783,11046,9545,10306
11763,10546,9657,10805
11491,10107,9919,11296
11047,9777,10314,11658
10544,9584,10804,11793
10093,9552,11307,11671
9765,9713,11696,11338
9596,10079,11842,10886
9607,10606,11688,10405
9809,11167,11293,9971
10190,11598,10783,9654
10686,11787,10280,9516
11187,11718,9866,9596
11571,11446,9592,9890
11752,11045,9497,10342
11705,10585,9605,10856
11457,10133,9912,11324
11063,9761,10376,11655
10589,9544,10908,11786
10115,9541,11392,11686
9736,9769,11716,11361
9543,10182,11808,10872
9586,10685,11650,10331
9846,11173,11276,9868
10253,11551,10766,9581
10716,11749,10235,9507
11157,11724,9799,9636
11511,11474,9543,9933
11721,11052,9503,10350
11734,10554,9667,10841
11511,10092,9998,11330
11080,9753,10442,11709
10538,9590,10938,11852
10036,9614,11406,11693
9696,9818,11740,11280
9567,10184,11830,10751
9635,10666,11634,10247
9861,11172,11209,9857
10213,11577,10686,9613
10655,11775,10192,9529
11132,11718,9817,9620
11547,11440,9601,9898
11787,11026,9555,10352
11766,10567,9687,10910
11478,10136,10001,11432
11011,9789,10469,11763
10493,9584,11008,11813
10035,9575,11482,11598
9705,9792,11758,11206
9544,10203,11773,10732
9576,10714,11551,10257
9806,11203,11168,9848
10203,11565,10707,9572
10700,11740,10239,9485
11199,11707,9839,9619
11589,11477,9578,9964
11786,11078,9524,10455
11743,10578,9703,10987
11465,10082,10080,11443
11005,9706,10568,11727
10464,9535,11053,11781
9965,9593,11447,11588
9623,9845,11688,11193
9496,10234,11735,10693
9585,10695,11570,10198
9857,11163,11206,9808
10256,11561,10710,9583
10727,11793,10197,9547
11205,11778,9789,9698
11609,11493,9578,10016
11831,11014,9584,10471
11778,10479,9778,10995
11438,10019,10112,11467
10914,9707,10537,11754
10365,9565,11001,11772
9920,9599,11426,11533
9644,9808,11710,11128
9544,10186,11767,10665
9615,10689,11569,10228
9852,11221,11167,9870
10247,11644,10669,9630
10761,11834,10193,9552
11295,11744,9822,9679
11702,11419,9604,10025
11851,10959,9570,10528
11708,10462,9731,11063
11342,10008,10075,11485
10866,9669,10540,11708
10379,9503,11035,11710
9952,9548,11453,11516
9645,9809,11703,11171
9510,10244,11739,10727
9587,10768,11555,10251
9883,11272,11182,9837
10347,11649,10689,9578
10878,11817,10173,9541
11356,11733,9754,9732
11679,11407,9530,10100
11789,10917,9538,10559
11673,10381,9754,11030
11347,9922,10117,11434
10875,9623,10558,11698
10356,9517,11016,11756
9904,9605,11426,11576
9614,9867,11715,11185
9537,10274,11792,10682
9670,10779,11600,10190
9976,11299,11158,9815
10397,11701,10595,9608
10876,11851,10076,9584
11336,11699,9716,9739
11678,11312,9553,10062
11803,10820,9572,10518
11668,10342,9752,11030
11309,9948,10078,11481
10826,9676,10524,11753
10336,9549,11038,11773
9932,9600,11510,11547
9671,9854,11803,11147
9577,10306,11810,10669
9673,10867,11531,10198
9959,11385,11067,9807
10401,11711,10550,9562
10913,11781,10079,9520
11375,11614,9723,9700
11675,11280,9524,10074
11757,10848,9518,10567
11619,10383,9719,11075
11302,9956,10106,11495
10862,9643,10616,11745
10374,9517,11143,11774
9927,9620,11566,11567
9621,9939,11789,11154
9532,10403,11766,10622
9679,10909,11502,10103
10013,11355,11056,9711
10453,11661,10523,9520
10913,11765,10023,9541
11323,11640,9661,9748
11625,11306,9500,10105
11757,10838,9554,10564
11668,10342,9800,11068
11344,9925,10189,11526
10842,9661,10666,11812
10297,9580,11161,11817
9857,9684,11581,11528
9611,9962,11813,11042
9574,10387,11772,10512
9714,10893,11462,10055
9998,11369,10979,9730
10395,11694,10457,9556
10864,11781,10011,9546
11331,11621,9704,9720
11686,11272,9561,10083
11817,10827,9594,10599
11670,10371,9808,11163
11284,9968,10199,11614
10776,9674,10713,11819
10274,9549,11239,11739
9866,9643,11632,11434
9606,9955,11791,10997
9529,10424,11694,10517
9650,10938,11396,10063
9962,11381,10972,9706
10417,11667,10500,9509
10930,11755,10051,9519
11395,11635,9702,9753
11709,11321,9527,10175
11801,10863,9578,10698
11647,10346,9855,11207
11276,9888,10293,11593
10763,9598,10788,11778
10225,9532,11239,11719
9786,9683,11570,11429
9538,10002,11731,10977
9510,10429,11689,10467
9687,10903,11433,10011
10023,11354,11000,9689
10462,11695,10478,9548
10947,11826,9996,9596
11406,11684,9670,9822
11743,11293,9557,10207
11846,10768,9652,10703
11654,10254,9911,11220
11212,9857,10288,11622
10659,9620,10738,11792
10148,9556,11196,11690
9777,9666,11573,11368
9579,9954,11766,10929
9555,10398,11711,10470
9700,10932,11413,10062
10012,11435,10953,9750
10471,11766,10450,9573
11013,11829,10010,9582
11507,11620,9702,9810
11805,11220,9562,10238
11817,10732,9613,10772
11560,10246,9861,11267
11135,9836,10267,11607
10647,9568,10760,11732
10181,9494,11234,11647
9799,9639,11588,11385
9561,9986,11749,10989
9519,10475,11686,10518
9698,11005,11413,10054
10080,11465,10973,9696
10589,11756,10451,9532
11108,11810,9963,9601
11521,11611,9622,9879
11751,11197,9502,10296
11761,10671,9609,10767
11550,10159,9898,11217
11152,9766,10303,11572
10647,9552,10760,11756
10143,9536,11207,11711
9754,9704,11578,11428
9556,10035,11786,10970
9576,10494,11745,10454
9792,11021,11426,10003
10155,11505,10907,9699
10608,11803,10345,9573
11087,11813,9890,9628
11506,11542,9618,9859
11761,11095,9538,10248
11773,10600,9631,10742
11532,10156,9877,11245
11106,9814,10263,11632
10606,9603,10752,11799
10145,9549,11268,11703
9799,9689,11677,11386
9608,10039,11846,10938
9596,10556,11714,10451
9778,11116,11334,10006
10141,11558,10832,9671
10626,11769,10328,9512
11128,11728,9903,9570
11527,11482,9611,9844
11736,11099,9494,10284
11721,10645,9582,10797
11500,10188,9873,11279
11122,9801,10329,11633
10649,9562,10863,11791
10163,9537,11357,11713
9765,9743,11695,11404
9549,10138,11808,10919
9569,10631,11672,10374
9809,11117,11318,9902
10198,11509,10819,9598
10654,11732,10289,9503
11099,11738,9841,9611
11471,11516,9565,9890
11709,11112,9502,10297
11752,10618,9647,10788
11556,10145,9963,11289
11137,9789,10399,11688
10593,9604,10893,11854
10078,9605,11367,11717
9719,9787,11715,11318
9569,10134,11828,10797
9614,10604,11660,10292
9820,11112,11258,9893
10157,11536,10745,9633
10594,11763,10248,9530
11077,11740,9859,9600
11512,11488,9623,9859
11781,11086,9556,10302
11789,10626,9669,10859
11522,10183,9966,11392
11063,9818,10423,11740
10543,9591,10957,11812
10074,9560,11436,11620
9726,9756,11730,11246
9544,10148,11773,10783
9554,10651,11581,10308
9765,11146,11220,9890
10150,11529,10769,9596
10645,11734,10297,9487
11152,11732,9881,9600
11563,11522,9599,9927
11784,11133,9522,10407
11764,10630,9680,10937
11504,10121,10040,11399
11054,9730,10513,11701
10513,9539,10994,11779
10006,9574,11398,11613
9647,9805,11660,11242
9497,10179,11737,10752
9566,10634,11604,10255
9820,11110,11262,9852
10210,11529,10773,9608
10679,11790,10252,9549
11165,11801,9828,9678
11584,11535,9594,9978
11827,11061,9578,10420
11796,10524,9749,10939
11476,10055,10064,11420
10964,9728,10477,11728
10417,9568,10939,11776
9963,9580,11376,11568
9669,9769,11686,11183
9549,10133,11775,10728
9599,10632,11608,10285
9820,11173,11223,9914
10204,11617,10728,9653
10716,11832,10242,9551
11255,11764,9854,9656
11674,11455,9614,9982
11844,11002,9557,10472
11725,10506,9697,11002
11382,10047,10021,11438
10920,9693,10478,11686
10435,9508,10975,11720
9999,9531,11409,11556
9673,9772,11688,11228
9518,10193,11754,10789
9574,10716,11593,10307
9852,11228,11235,9875
10304,11623,10742,9594
10831,11811,10217,9535
11310,11749,9781,9704
11645,11442,9537,10051
11779,10963,9522,10499
11691,10431,9717,10970
11392,9964,10065,11388
10937,9649,10500,11680
10418,9523,10963,11771
9952,9592,11389,11618
9642,9835,11703,11242
9543,10228,11808,10739
9655,10729,11636,10238
9941,11255,11207,9845
10349,11671,10645,9619
10821,11842,10118,9573
11284,11716,9744,9706
11641,11352,9560,10010
11796,10873,9557,10456
11693,10397,9719,10970
11360,9995,10030,11440
10889,9706,10472,11741
10395,9559,10992,11791
9977,9587,11480,11587
9694,9823,11793,11197
9579,10260,11823,10718
9653,10814,11564,10239
9919,11336,11114,9833
10346,11679,10600,9571
10851,11774,10125,9507
11319,11637,9753,9665
11643,11326,9534,10022
11755,10907,9506,10508
11648,10443,9689,11022
11353,10005,10064,11460
10923,9673,10570,11736
10429,9525,11101,11790
9967,9605,11536,11602
9638,9905,11776,11198
9528,10353,11775,10668
9652,10851,11535,10141
9967,11304,11104,9739
10392,11629,10579,9529
10850,11763,10072,9528
11272,11668,9695,9716
11596,11359,9512,10057
11759,10901,9546,10509
11701,10402,9773,11019
11396,9971,10150,11494
10899,9687,10620,11802
10347,9583,11116,11829
9891,9664,11546,11557
9625,9922,11796,11085
9565,10330,11783,10559
9684,10830,11499,10098
