 Date__(UT)__HR:MN, Date_________JDUT,     Sun,    ObsEcLon,   ObsEcLat,
 2024-Dec-11 18:00, 2460656.250000000,     Sun, 260.1943286,  0.0000657,
 2024-Dec-12 00:00, 2460656.500000000,     Sun, 260.4484129,  0.0000738,
 2024-Dec-12 06:00, 2460656.750000000,     Sun, 260.7025086,  0.0000816,
 2024-Dec-12 12:00, 2460657.000000000,     Sun, 260.9566159,  0.0000891,
 2024-Dec-12 18:00, 2460657.250000000,     Sun, 261.2107350,  0.0000962,
 2024-Dec-13 00:00, 2460657.500000000,     Sun, 261.4648659,  0.0001029,
 2024-Dec-13 06:00, 2460657.750000000,     Sun, 261.7190089,  0.0001092,
 2024-Dec-13 12:00, 2460658.000000000,     Sun, 261.9731639,  0.0001151,
 2024-Dec-13 18:00, 2460658.250000000,     Sun, 262.2273311,  0.0001205,
 2024-Dec-14 00:00, 2460658.500000000,     Sun, 262.4815106,  0.0001253,
 2024-Dec-14 06:00, 2460658.750000000,     Sun, 262.7357024,  0.0001297,
 2024-Dec-14 12:00, 2460659.000000000,     Sun, 262.9899066,  0.0001336,
 2024-Dec-14 18:00, 2460659.250000000,     Sun, 263.2441232,  0.0001369,
 2024-Dec-15 00:00, 2460659.500000000,     Sun, 263.4983523,  0.0001397,
 2024-Dec-15 06:00, 2460659.750000000,     Sun, 263.7525938,  0.0001419,
 2024-Dec-15 12:00, 2460660.000000000,     Sun, 264.0068478,  0.0001436,
 2024-Dec-15 18:00, 2460660.250000000,     Sun, 264.2611143,  0.0001447,
 2024-Dec-16 00:00, 2460660.500000000,     Sun, 264.5153933,  0.0001452,
 2024-Dec-16 06:00, 2460660.750000000,     Sun, 264.7696848,  0.0001452,
 2024-Dec-16 12:00, 2460661.000000000,     Sun, 265.0239889,  0.0001446,
 2024-Dec-16 18:00, 2460661.250000000,     Sun, 265.2783054,  0.0001435,
 2024-Dec-17 00:00, 2460661.500000000,     Sun, 265.5326346,  0.0001418,
 2024-Dec-17 06:00, 2460661.750000000,     Sun, 265.7869762,  0.0001396,
 2024-Dec-17 12:00, 2460662.000000000,     Sun, 266.0413305,  0.0001369,
 2024-Dec-17 18:00, 2460662.250000000,     Sun, 266.2956973,  0.0001337,
 2024-Dec-18 00:00, 2460662.500000000,     Sun, 266.5500767,  0.0001299,
 2024-Dec-18 06:00, 2460662.750000000,     Sun, 266.8044688,  0.0001257,
 2024-Dec-18 12:00, 2460663.000000000,     Sun, 267.0588735,  0.0001211,
 2024-Dec-18 18:00, 2460663.250000000,     Sun, 267.3132909,  0.0001160,
 2024-Dec-19 00:00, 2460663.500000000,     Sun, 267.5677210,  0.0001105,
 2024-Dec-19 06:00, 2460663.750000000,     Sun, 267.8221639,  0.0001046,
 2024-Dec-19 12:00, 2460664.000000000,     Sun, 268.0766194,  0.0000983,
 2024-Dec-19 18:00, 2460664.250000000,     Sun, 268.3310877,  0.0000917,
 2024-Dec-20 00:00, 2460664.500000000,     Sun, 268.5855688,  0.0000848,
 2024-Dec-20 06:00, 2460664.750000000,     Sun, 268.8400627,  0.0000775,
 2024-Dec-20 12:00, 2460665.000000000,     Sun, 269.0945693,  0.0000700,
 2024-Dec-20 18:00, 2460665.250000000,     Sun, 269.3490887,  0.0000623,
 2024-Dec-21 00:00, 2460665.500000000,     Sun, 269.6036209,  0.0000543,
 2024-Dec-21 06:00, 2460665.750000000,     Sun, 269.8581658,  0.0000461,
 2024-Dec-21 12:00, 2460666.000000000,     Sun, 270.1127233,  0.0000377,
 2024-Dec-21 18:00, 2460666.250000000,     Sun, 270.3672936,  0.0000292,
 2024-Dec-22 00:00, 2460666.500000000,     Sun, 270.6218764,  0.0000205,
 2024-Dec-22 06:00, 2460666.750000000,     Sun, 270.8764718,  0.0000118,
 2024-Dec-22 12:00, 2460667.000000000,     Sun, 271.1310797,  0.0000030,
 2024-Dec-22 18:00, 2460667.250000000,     Sun, 271.3857001, -0.0000059,
 2024-Dec-23 00:00, 2460667.500000000,     Sun, 271.6403327, -0.0000148,
 2024-Dec-23 06:00, 2460667.750000000,     Sun, 271.8949776, -0.0000237,
 2024-Dec-23 12:00, 2460668.000000000,     Sun, 272.1496346, -0.0000326,
 2024-Dec-23 18:00, 2460668.250000000,     Sun, 272.4043036, -0.0000414,
 2024-Dec-24 00:00, 2460668.500000000,     Sun, 272.6589845, -0.0000501,
 2024-Dec-24 06:00, 2460668.750000000,     Sun, 272.9136772, -0.0000587,
 2024-Dec-24 12:00, 2460669.000000000,     Sun, 273.1683815, -0.0000672,
 2024-Dec-24 18:00, 2460669.250000000,     Sun, 273.4230972, -0.0000756,
 2024-Dec-25 00:00, 2460669.500000000,     Sun, 273.6778242, -0.0000838,
 2024-Dec-25 06:00, 2460669.750000000,     Sun, 273.9325623, -0.0000918,
 2024-Dec-25 12:00, 2460670.000000000,     Sun, 274.1873113, -0.0000995,
 2024-Dec-25 18:00, 2460670.250000000,     Sun, 274.4420709, -0.0001070,
 2024-Dec-26 00:00, 2460670.500000000,     Sun, 274.6968411, -0.0001143,
 2024-Dec-26 06:00, 2460670.750000000,     Sun, 274.9516214, -0.0001213,
 2024-Dec-26 12:00, 2460671.000000000,     Sun, 275.2064118, -0.0001280,
 2024-Dec-26 18:00, 2460671.250000000,     Sun, 275.4612119, -0.0001343,
 2024-Dec-27 00:00, 2460671.500000000,     Sun, 275.7160213, -0.0001403,
 2024-Dec-27 06:00, 2460671.750000000,     Sun, 275.9708400, -0.0001459,
 2024-Dec-27 12:00, 2460672.000000000,     Sun, 276.2256674, -0.0001512,
 2024-Dec-27 18:00, 2460672.250000000,     Sun, 276.4805033, -0.0001560,
 2024-Dec-28 00:00, 2460672.500000000,     Sun, 276.7353473, -0.0001605,
 2024-Dec-28 06:00, 2460672.750000000,     Sun, 276.9901991, -0.0001645,
 2024-Dec-28 12:00, 2460673.000000000,     Sun, 277.2450583, -0.0001680,
 2024-Dec-28 18:00, 2460673.250000000,     Sun, 277.4999244, -0.0001711,
 2024-Dec-29 00:00, 2460673.500000000,     Sun, 277.7547970, -0.0001737,
 2024-Dec-29 06:00, 2460673.750000000,     Sun, 278.0096757, -0.0001758,
 2024-Dec-29 12:00, 2460674.000000000,     Sun, 278.2645601, -0.0001775,
 2024-Dec-29 18:00, 2460674.250000000,     Sun, 278.5194496, -0.0001786,
 2024-Dec-30 00:00, 2460674.500000000,     Sun, 278.7743438, -0.0001792,
 2024-Dec-30 06:00, 2460674.750000000,     Sun, 279.0292420, -0.0001793,
 2024-Dec-30 12:00, 2460675.000000000,     Sun, 279.2841440, -0.0001789,
 2024-Dec-30 18:00, 2460675.250000000,     Sun, 279.5390490, -0.0001780,
 2024-Dec-31 00:00, 2460675.500000000,     Sun, 279.7939565, -0.0001766,
