 Date__(UT)__HR:MN, Date_________JDUT,  Uranus,    ObsEcLon,   ObsEcLat,
 2024-Jan-01 00:00, 2460310.500000000,  Uranus,  49.3839042, -0.3061207,
 2024-Jan-01 06:00, 2460310.750000000,  Uranus,  49.3784531, -0.3060308,
 2024-Jan-01 12:00, 2460311.000000000,  Uranus,  49.3730477, -0.3059408,
 2024-Jan-01 18:00, 2460311.250000000,  Uranus,  49.3676884, -0.3058507,
 2024-Jan-02 00:00, 2460311.500000000,  Uranus,  49.3623754, -0.3057604,
 2024-Jan-02 06:00, 2460311.750000000,  Uranus,  49.3571089, -0.3056700,
 2024-Jan-02 12:00, 2460312.000000000,  Uranus,  49.3518891, -0.3055795,
 2024-Jan-02 18:00, 2460312.250000000,  Uranus,  49.3467162, -0.3054888,
 2024-Jan-03 00:00, 2460312.500000000,  Uranus,  49.3415906, -0.3053980,
 2024-Jan-03 06:00, 2460312.750000000,  Uranus,  49.3365123, -0.3053070,
 2024-Jan-03 12:00, 2460313.000000000,  Uranus,  49.3314816, -0.3052158,
 2024-Jan-03 18:00, 2460313.250000000,  Uranus,  49.3264988, -0.3051245,
 2024-Jan-04 00:00, 2460313.500000000,  Uranus,  49.3215639, -0.3050330,
 2024-Jan-04 06:00, 2460313.750000000,  Uranus,  49.3166774, -0.3049414,
 2024-Jan-04 12:00, 2460314.000000000,  Uranus,  49.3118393, -0.3048496,
 2024-Jan-04 18:00, 2460314.250000000,  Uranus,  49.3070499, -0.3047577,
 2024-Jan-05 00:00, 2460314.500000000,  Uranus,  49.3023095, -0.3046657,
 2024-Jan-05 06:00, 2460314.750000000,  Uranus,  49.2976182, -0.3045735,
 2024-Jan-05 12:00, 2460315.000000000,  Uranus,  49.2929764, -0.3044812,
 2024-Jan-05 18:00, 2460315.250000000,  Uranus,  49.2883841, -0.3043887,
 2024-Jan-06 00:00, 2460315.500000000,  Uranus,  49.2838417, -0.3042961,
 2024-Jan-06 06:00, 2460315.750000000,  Uranus,  49.2793492, -0.3042032,
 2024-Jan-06 12:00, 2460316.000000000,  Uranus,  49.2749069, -0.3041102,
 2024-Jan-06 18:00, 2460316.250000000,  Uranus,  49.2705150, -0.3040171,
 2024-Jan-07 00:00, 2460316.500000000,  Uranus,  49.2661736, -0.3039237,
 2024-Jan-07 06:00, 2460316.750000000,  Uranus,  49.2618828, -0.3038303,
 2024-Jan-07 12:00, 2460317.000000000,  Uranus,  49.2576429, -0.3037366,
 2024-Jan-07 18:00, 2460317.250000000,  Uranus,  49.2534540, -0.3036429,
 2024-Jan-08 00:00, 2460317.500000000,  Uranus,  49.2493162, -0.3035489,
 2024-Jan-08 06:00, 2460317.750000000,  Uranus,  49.2452297, -0.3034548,
 2024-Jan-08 12:00, 2460318.000000000,  Uranus,  49.2411944, -0.3033605,
 2024-Jan-08 18:00, 2460318.250000000,  Uranus,  49.2372106, -0.3032661,
 2024-Jan-09 00:00, 2460318.500000000,  Uranus,  49.2332781, -0.3031715,
 2024-Jan-09 06:00, 2460318.750000000,  Uranus,  49.2293971, -0.3030768,
 2024-Jan-09 12:00, 2460319.000000000,  Uranus,  49.2255677, -0.3029820,
 2024-Jan-09 18:00, 2460319.250000000,  Uranus,  49.2217897, -0.3028871,
 2024-Jan-10 00:00, 2460319.500000000,  Uranus,  49.2180633, -0.3027920,
 2024-Jan-10 06:00, 2460319.750000000,  Uranus,  49.2143885, -0.3026969,
 2024-Jan-10 12:00, 2460320.000000000,  Uranus,  49.2107651, -0.3026016,
 2024-Jan-10 18:00, 2460320.250000000,  Uranus,  49.2071932, -0.3025062,
 2024-Jan-11 00:00, 2460320.500000000,  Uranus,  49.2036728, -0.3024106,
 2024-Jan-11 06:00, 2460320.750000000,  Uranus,  49.2002036, -0.3023149,
 2024-Jan-11 12:00, 2460321.000000000,  Uranus,  49.1967857, -0.3022190,
 2024-Jan-11 18:00, 2460321.250000000,  Uranus,  49.1934191, -0.3021229,
 2024-Jan-12 00:00, 2460321.500000000,  Uranus,  49.1901036, -0.3020268,
 2024-Jan-12 06:00, 2460321.750000000,  Uranus,  49.1868393, -0.3019306,
 2024-Jan-12 12:00, 2460322.000000000,  Uranus,  49.1836261, -0.3018342,
 2024-Jan-12 18:00, 2460322.250000000,  Uranus,  49.1804641, -0.3017378,
 2024-Jan-13 00:00, 2460322.500000000,  Uranus,  49.1773534, -0.3016412,
 2024-Jan-13 06:00, 2460322.750000000,  Uranus,  49.1742939, -0.3015445,
 2024-Jan-13 12:00, 2460323.000000000,  Uranus,  49.1712857, -0.3014477,
 2024-Jan-13 18:00, 2460323.250000000,  Uranus,  49.1683288, -0.3013507,
 2024-Jan-14 00:00, 2460323.500000000,  Uranus,  49.1654235, -0.3012536,
 2024-Jan-14 06:00, 2460323.750000000,  Uranus,  49.1625699, -0.3011564,
 2024-Jan-14 12:00, 2460324.000000000,  Uranus,  49.1597680, -0.3010591,
 2024-Jan-14 18:00, 2460324.250000000,  Uranus,  49.1570182, -0.3009617,
 2024-Jan-15 00:00, 2460324.500000000,  Uranus,  49.1543205, -0.3008642,
 2024-Jan-15 06:00, 2460324.750000000,  Uranus,  49.1516752, -0.3007665,
 2024-Jan-15 12:00, 2460325.000000000,  Uranus,  49.1490825, -0.3006687,
 2024-Jan-15 18:00, 2460325.250000000,  Uranus,  49.1465427, -0.3005708,
 2024-Jan-16 00:00, 2460325.500000000,  Uranus,  49.1440558, -0.3004728,
 2024-Jan-16 06:00, 2460325.750000000,  Uranus,  49.1416222, -0.3003746,
 2024-Jan-16 12:00, 2460326.000000000,  Uranus,  49.1392420, -0.3002763,
 2024-Jan-16 18:00, 2460326.250000000,  Uranus,  49.1369154, -0.3001779,
 2024-Jan-17 00:00, 2460326.500000000,  Uranus,  49.1346426, -0.3000794,
 2024-Jan-17 06:00, 2460326.750000000,  Uranus,  49.1324238, -0.2999809,
 2024-Jan-17 12:00, 2460327.000000000,  Uranus,  49.1302593, -0.2998823,
 2024-Jan-17 18:00, 2460327.250000000,  Uranus,  49.1281490, -0.2997836,
 2024-Jan-18 00:00, 2460327.500000000,  Uranus,  49.1260933, -0.2996849,
 2024-Jan-18 06:00, 2460327.750000000,  Uranus,  49.1240922, -0.2995862,
 2024-Jan-18 12:00, 2460328.000000000,  Uranus,  49.1221458, -0.2994873,
 2024-Jan-18 18:00, 2460328.250000000,  Uranus,  49.1202542, -0.2993884,
 2024-Jan-19 00:00, 2460328.500000000,  Uranus,  49.1184175, -0.2992893,
 2024-Jan-19 06:00, 2460328.750000000,  Uranus,  49.1166357, -0.2991903,
 2024-Jan-19 12:00, 2460329.000000000,  Uranus,  49.1149088, -0.2990912,
 2024-Jan-19 18:00, 2460329.250000000,  Uranus,  49.1132369, -0.2989920,
 2024-Jan-20 00:00, 2460329.500000000,  Uranus,  49.1116200, -0.2988928,
 2024-Jan-20 06:00, 2460329.750000000,  Uranus,  49.1100581, -0.2987936,
 2024-Jan-20 12:00, 2460330.000000000,  Uranus,  49.1085511, -0.2986944,
 2024-Jan-20 18:00, 2460330.250000000,  Uranus,  49.1070991, -0.2985951,
 2024-Jan-21 00:00, 2460330.500000000,  Uranus,  49.1057020, -0.2984958,
 2024-Jan-21 06:00, 2460330.750000000,  Uranus,  49.1043598, -0.2983964,
 2024-Jan-21 12:00, 2460331.000000000,  Uranus,  49.1030724, -0.2982970,
 2024-Jan-21 18:00, 2460331.250000000,  Uranus,  49.1018397, -0.2981976,
 2024-Jan-22 00:00, 2460331.500000000,  Uranus,  49.1006616, -0.2980982,
 2024-Jan-22 06:00, 2460331.750000000,  Uranus,  49.0995382, -0.2979988,
 2024-Jan-22 12:00, 2460332.000000000,  Uranus,  49.0984694, -0.2978994,
 2024-Jan-22 18:00, 2460332.250000000,  Uranus,  49.0974550, -0.2978000,
 2024-Jan-23 00:00, 2460332.500000000,  Uranus,  49.0964951, -0.2977006,
 2024-Jan-23 06:00, 2460332.750000000,  Uranus,  49.0955896, -0.2976011,
 2024-Jan-23 12:00, 2460333.000000000,  Uranus,  49.0947384, -0.2975016,
 2024-Jan-23 18:00, 2460333.250000000,  Uranus,  49.0939414, -0.2974020,
 2024-Jan-24 00:00, 2460333.500000000,  Uranus,  49.0931985, -0.2973024,
 2024-Jan-24 06:00, 2460333.750000000,  Uranus,  49.0925097, -0.2972028,
 2024-Jan-24 12:00, 2460334.000000000,  Uranus,  49.0918749, -0.2971031,
 2024-Jan-24 18:00, 2460334.250000000,  Uranus,  49.0912941, -0.2970035,
 2024-Jan-25 00:00, 2460334.500000000,  Uranus,  49.0907673, -0.2969038,
 2024-Jan-25 06:00, 2460334.750000000,  Uranus,  49.0902944, -0.2968042,
 2024-Jan-25 12:00, 2460335.000000000,  Uranus,  49.0898755, -0.2967046,
 2024-Jan-25 18:00, 2460335.250000000,  Uranus,  49.0895104, -0.2966050,
 2024-Jan-26 00:00, 2460335.500000000,  Uranus,  49.0891993, -0.2965053,
 2024-Jan-26 06:00, 2460335.750000000,  Uranus,  49.0889421, -0.2964057,
 2024-Jan-26 12:00, 2460336.000000000,  Uranus,  49.0887389, -0.2963060,
 2024-Jan-26 18:00, 2460336.250000000,  Uranus,  49.0885895, -0.2962064,
 2024-Jan-27 00:00, 2460336.500000000,  Uranus,  49.0884941, -0.2961067,
 2024-Jan-27 06:00, 2460336.750000000,  Uranus,  49.0884527, -0.2960071,
 2024-Jan-27 12:00, 2460337.000000000,  Uranus,  49.0884654, -0.2959075,
 2024-Jan-27 18:00, 2460337.250000000,  Uranus,  49.0885322, -0.2958079,
 2024-Jan-28 00:00, 2460337.500000000,  Uranus,  49.0886531, -0.2957084,
 2024-Jan-28 06:00, 2460337.750000000,  Uranus,  49.0888282, -0.2956088,
 2024-Jan-28 12:00, 2460338.000000000,  Uranus,  49.0890577, -0.2955092,
 2024-Jan-28 18:00, 2460338.250000000,  Uranus,  49.0893414, -0.2954096,
 2024-Jan-29 00:00, 2460338.500000000,  Uranus,  49.0896795, -0.2953100,
 2024-Jan-29 06:00, 2460338.750000000,  Uranus,  49.0900721, -0.2952104,
 2024-Jan-29 12:00, 2460339.000000000,  Uranus,  49.0905193, -0.2951108,
 2024-Jan-29 18:00, 2460339.250000000,  Uranus,  49.0910210, -0.2950112,
 2024-Jan-30 00:00, 2460339.500000000,  Uranus,  49.0915775, -0.2949117,
 2024-Jan-30 06:00, 2460339.750000000,  Uranus,  49.0921888, -0.2948122,
 2024-Jan-30 12:00, 2460340.000000000,  Uranus,  49.0928551, -0.2947127,
 2024-Jan-30 18:00, 2460340.250000000,  Uranus,  49.0935763, -0.2946133,
 2024-Jan-31 00:00, 2460340.500000000,  Uranus,  49.0943526, -0.2945138,
 2024-Jan-31 06:00, 2460340.750000000,  Uranus,  49.0951841, -0.2944142,
 2024-Jan-31 12:00, 2460341.000000000,  Uranus,  49.0960708, -0.2943147,
 2024-Jan-31 18:00, 2460341.250000000,  Uranus,  49.0970128, -0.2942151,
 2024-Feb-01 00:00, 2460341.500000000,  Uranus,  49.0980102, -0.2941155,
 2024-Feb-01 06:00, 2460341.750000000,  Uranus,  49.0990630, -0.2940159,
 2024-Feb-01 12:00, 2460342.000000000,  Uranus,  49.1001714, -0.2939163,
 2024-Feb-01 18:00, 2460342.250000000,  Uranus,  49.1013353, -0.2938167,
 2024-Feb-02 00:00, 2460342.500000000,  Uranus,  49.1025549, -0.2937171,
 2024-Feb-02 06:00, 2460342.750000000,  Uranus,  49.1038302, -0.2936175,
 2024-Feb-02 12:00, 2460343.000000000,  Uranus,  49.1051613, -0.2935179,
 2024-Feb-02 18:00, 2460343.250000000,  Uranus,  49.1065483, -0.2934182,
 2024-Feb-03 00:00, 2460343.500000000,  Uranus,  49.1079910, -0.2933186,
 2024-Feb-03 06:00, 2460343.750000000,  Uranus,  49.1094897, -0.2932189,
 2024-Feb-03 12:00, 2460344.000000000,  Uranus,  49.1110442, -0.2931192,
 2024-Feb-03 18:00, 2460344.250000000,  Uranus,  49.1126547, -0.2930196,
 2024-Feb-04 00:00, 2460344.500000000,  Uranus,  49.1143212, -0.2929200,
 2024-Feb-04 06:00, 2460344.750000000,  Uranus,  49.1160436, -0.2928204,
 2024-Feb-04 12:00, 2460345.000000000,  Uranus,  49.1178220, -0.2927208,
 2024-Feb-04 18:00, 2460345.250000000,  Uranus,  49.1196563, -0.2926212,
 2024-Feb-05 00:00, 2460345.500000000,  Uranus,  49.1215464, -0.2925217,
 2024-Feb-05 06:00, 2460345.750000000,  Uranus,  49.1234924, -0.2924220,
 2024-Feb-05 12:00, 2460346.000000000,  Uranus,  49.1254941, -0.2923224,
 2024-Feb-05 18:00, 2460346.250000000,  Uranus,  49.1275515, -0.2922228,
 2024-Feb-06 00:00, 2460346.500000000,  Uranus,  49.1296644, -0.2921232,
 2024-Feb-06 06:00, 2460346.750000000,  Uranus,  49.1318327, -0.2920237,
 2024-Feb-06 12:00, 2460347.000000000,  Uranus,  49.1340563, -0.2919241,
 2024-Feb-06 18:00, 2460347.250000000,  Uranus,  49.1363351, -0.2918247,
 2024-Feb-07 00:00, 2460347.500000000,  Uranus,  49.1386690, -0.2917252,
 2024-Feb-07 06:00, 2460347.750000000,  Uranus,  49.1410577, -0.2916258,
 2024-Feb-07 12:00, 2460348.000000000,  Uranus,  49.1435011, -0.2915264,
 2024-Feb-07 18:00, 2460348.250000000,  Uranus,  49.1459990, -0.2914270,
 2024-Feb-08 00:00, 2460348.500000000,  Uranus,  49.1485513, -0.2913276,
 2024-Feb-08 06:00, 2460348.750000000,  Uranus,  49.1511577, -0.2912283,
 2024-Feb-08 12:00, 2460349.000000000,  Uranus,  49.1538180, -0.2911289,
 2024-Feb-08 18:00, 2460349.250000000,  Uranus,  49.1565322, -0.2910296,
 2024-Feb-09 00:00, 2460349.500000000,  Uranus,  49.1592999, -0.2909302,
 2024-Feb-09 06:00, 2460349.750000000,  Uranus,  49.1621212, -0.2908309,
 2024-Feb-09 12:00, 2460350.000000000,  Uranus,  49.1649959, -0.2907317,
 2024-Feb-09 18:00, 2460350.250000000,  Uranus,  49.1679239, -0.2906324,
 2024-Feb-10 00:00, 2460350.500000000,  Uranus,  49.1709050, -0.2905331,
 2024-Feb-10 06:00, 2460350.750000000,  Uranus,  49.1739394, -0.2904338,
 2024-Feb-10 12:00, 2460351.000000000,  Uranus,  49.1770268, -0.2903345,
 2024-Feb-10 18:00, 2460351.250000000,  Uranus,  49.1801674, -0.2902352,
 2024-Feb-11 00:00, 2460351.500000000,  Uranus,  49.1833611, -0.2901359,
 2024-Feb-11 06:00, 2460351.750000000,  Uranus,  49.1866080, -0.2900367,
 2024-Feb-11 12:00, 2460352.000000000,  Uranus,  49.1899082, -0.2899375,
 2024-Feb-11 18:00, 2460352.250000000,  Uranus,  49.1932618, -0.2898384,
 2024-Feb-12 00:00, 2460352.500000000,  Uranus,  49.1966689, -0.2897394,
 2024-Feb-12 06:00, 2460352.750000000,  Uranus,  49.2001296, -0.2896404,
 2024-Feb-12 12:00, 2460353.000000000,  Uranus,  49.2036440, -0.2895414,
 2024-Feb-12 18:00, 2460353.250000000,  Uranus,  49.2072123, -0.2894424,
 2024-Feb-13 00:00, 2460353.500000000,  Uranus,  49.2108345, -0.2893435,
 2024-Feb-13 06:00, 2460353.750000000,  Uranus,  49.2145106, -0.2892446,
 2024-Feb-13 12:00, 2460354.000000000,  Uranus,  49.2182409, -0.2891457,
 2024-Feb-13 18:00, 2460354.250000000,  Uranus,  49.2220253, -0.2890469,
 2024-Feb-14 00:00, 2460354.500000000,  Uranus,  49.2258639, -0.2889482,
 2024-Feb-14 06:00, 2460354.750000000,  Uranus,  49.2297567, -0.2888496,
 2024-Feb-14 12:00, 2460355.000000000,  Uranus,  49.2337038, -0.2887511,
 2024-Feb-14 18:00, 2460355.250000000,  Uranus,  49.2377051, -0.2886526,
 2024-Feb-15 00:00, 2460355.500000000,  Uranus,  49.2417605, -0.2885543,
 2024-Feb-15 06:00, 2460355.750000000,  Uranus,  49.2458701, -0.2884560,
 2024-Feb-15 12:00, 2460356.000000000,  Uranus,  49.2500338, -0.2883578,
 2024-Feb-15 18:00, 2460356.250000000,  Uranus,  49.2542514, -0.2882596,
 2024-Feb-16 00:00, 2460356.500000000,  Uranus,  49.2585228, -0.2881616,
 2024-Feb-16 06:00, 2460356.750000000,  Uranus,  49.2628479, -0.2880637,
 2024-Feb-16 12:00, 2460357.000000000,  Uranus,  49.2672267, -0.2879660,
 2024-Feb-16 18:00, 2460357.250000000,  Uranus,  49.2716588, -0.2878683,
 2024-Feb-17 00:00, 2460357.500000000,  Uranus,  49.2761443, -0.2877708,
 2024-Feb-17 06:00, 2460357.750000000,  Uranus,  49.2806830, -0.2876733,
 2024-Feb-17 12:00, 2460358.000000000,  Uranus,  49.2852745, -0.2875759,
 2024-Feb-17 18:00, 2460358.250000000,  Uranus,  49.2899189, -0.2874786,
 2024-Feb-18 00:00, 2460358.500000000,  Uranus,  49.2946158, -0.2873814,
 2024-Feb-18 06:00, 2460358.750000000,  Uranus,  49.2993651, -0.2872843,
 2024-Feb-18 12:00, 2460359.000000000,  Uranus,  49.3041665, -0.2871872,
 2024-Feb-18 18:00, 2460359.250000000,  Uranus,  49.3090200, -0.2870903,
 2024-Feb-19 00:00, 2460359.500000000,  Uranus,  49.3139253, -0.2869935,
 2024-Feb-19 06:00, 2460359.750000000,  Uranus,  49.3188822, -0.2868968,
 2024-Feb-19 12:00, 2460360.000000000,  Uranus,  49.3238906, -0.2868003,
 2024-Feb-19 18:00, 2460360.250000000,  Uranus,  49.3289502, -0.2867039,
 2024-Feb-20 00:00, 2460360.500000000,  Uranus,  49.3340611, -0.2866076,
 2024-Feb-20 06:00, 2460360.750000000,  Uranus,  49.3392228, -0.2865114,
 2024-Feb-20 12:00, 2460361.000000000,  Uranus,  49.3444354, -0.2864153,
 2024-Feb-20 18:00, 2460361.250000000,  Uranus,  49.3496986, -0.2863193,
 2024-Feb-21 00:00, 2460361.500000000,  Uranus,  49.3550123, -0.2862235,
 2024-Feb-21 06:00, 2460361.750000000,  Uranus,  49.3603762, -0.2861277,
 2024-Feb-21 12:00, 2460362.000000000,  Uranus,  49.3657904, -0.2860321,
 2024-Feb-21 18:00, 2460362.250000000,  Uranus,  49.3712547, -0.2859367,
 2024-Feb-22 00:00, 2460362.500000000,  Uranus,  49.3767689, -0.2858414,
 2024-Feb-22 06:00, 2460362.750000000,  Uranus,  49.3823329, -0.2857462,
 2024-Feb-22 12:00, 2460363.000000000,  Uranus,  49.3879467, -0.2856511,
 2024-Feb-22 18:00, 2460363.250000000,  Uranus,  49.3936101, -0.2855561,
 2024-Feb-23 00:00, 2460363.500000000,  Uranus,  49.3993230, -0.2854613,
 2024-Feb-23 06:00, 2460363.750000000,  Uranus,  49.4050854, -0.2853665,
 2024-Feb-23 12:00, 2460364.000000000,  Uranus,  49.4108971, -0.2852720,
 2024-Feb-23 18:00, 2460364.250000000,  Uranus,  49.4167581, -0.2851776,
 2024-Feb-24 00:00, 2460364.500000000,  Uranus,  49.4226683, -0.2850833,
 2024-Feb-24 06:00, 2460364.750000000,  Uranus,  49.4286277, -0.2849892,
 2024-Feb-24 12:00, 2460365.000000000,  Uranus,  49.4346363, -0.2848953,
 2024-Feb-24 18:00, 2460365.250000000,  Uranus,  49.4406940, -0.2848015,
 2024-Feb-25 00:00, 2460365.500000000,  Uranus,  49.4468007, -0.2847078,
 2024-Feb-25 06:00, 2460365.750000000,  Uranus,  49.4529565, -0.2846142,
 2024-Feb-25 12:00, 2460366.000000000,  Uranus,  49.4591613, -0.2845207,
 2024-Feb-25 18:00, 2460366.250000000,  Uranus,  49.4654150, -0.2844273,
 2024-Feb-26 00:00, 2460366.500000000,  Uranus,  49.4717176, -0.2843340,
 2024-Feb-26 06:00, 2460366.750000000,  Uranus,  49.4780691, -0.2842409,
 2024-Feb-26 12:00, 2460367.000000000,  Uranus,  49.4844695, -0.2841479,
 2024-Feb-26 18:00, 2460367.250000000,  Uranus,  49.4909187, -0.2840549,
 2024-Feb-27 00:00, 2460367.500000000,  Uranus,  49.4974168, -0.2839622,
 2024-Feb-27 06:00, 2460367.750000000,  Uranus,  49.5039637, -0.2838695,
 2024-Feb-27 12:00, 2460368.000000000,  Uranus,  49.5105594, -0.2837769,
 2024-Feb-27 18:00, 2460368.250000000,  Uranus,  49.5172038, -0.2836845,
 2024-Feb-28 00:00, 2460368.500000000,  Uranus,  49.5238970, -0.2835921,
 2024-Feb-28 06:00, 2460368.750000000,  Uranus,  49.5306389, -0.2834998,
 2024-Feb-28 12:00, 2460369.000000000,  Uranus,  49.5374295, -0.2834077,
 2024-Feb-28 18:00, 2460369.250000000,  Uranus,  49.5442687, -0.2833156,
 2024-Feb-29 00:00, 2460369.500000000,  Uranus,  49.5511566, -0.2832237,
 2024-Feb-29 06:00, 2460369.750000000,  Uranus,  49.5580930, -0.2831319,
 2024-Feb-29 12:00, 2460370.000000000,  Uranus,  49.5650780, -0.2830403,
 2024-Feb-29 18:00, 2460370.250000000,  Uranus,  49.5721114, -0.2829487,
 2024-Mar-01 00:00, 2460370.500000000,  Uranus,  49.5791934, -0.2828573,
 2024-Mar-01 06:00, 2460370.750000000,  Uranus,  49.5863236, -0.2827659,
 2024-Mar-01 12:00, 2460371.000000000,  Uranus,  49.5935022, -0.2826746,
 2024-Mar-01 18:00, 2460371.250000000,  Uranus,  49.6007290, -0.2825834,
 2024-Mar-02 00:00, 2460371.500000000,  Uranus,  49.6080039, -0.2824924,
 2024-Mar-02 06:00, 2460371.750000000,  Uranus,  49.6153267, -0.2824014,
 2024-Mar-02 12:00, 2460372.000000000,  Uranus,  49.6226975, -0.2823106,
 2024-Mar-02 18:00, 2460372.250000000,  Uranus,  49.6301161, -0.2822200,
 2024-Mar-03 00:00, 2460372.500000000,  Uranus,  49.6375825, -0.2821295,
 2024-Mar-03 06:00, 2460372.750000000,  Uranus,  49.6450964, -0.2820392,
 2024-Mar-03 12:00, 2460373.000000000,  Uranus,  49.6526577, -0.2819490,
 2024-Mar-03 18:00, 2460373.250000000,  Uranus,  49.6602664, -0.2818589,
 2024-Mar-04 00:00, 2460373.500000000,  Uranus,  49.6679222, -0.2817690,
 2024-Mar-04 06:00, 2460373.750000000,  Uranus,  49.6756249, -0.2816791,
 2024-Mar-04 12:00, 2460374.000000000,  Uranus,  49.6833743, -0.2815894,
 2024-Mar-04 18:00, 2460374.250000000,  Uranus,  49.6911703, -0.2814997,
 2024-Mar-05 00:00, 2460374.500000000,  Uranus,  49.6990126, -0.2814103,
 2024-Mar-05 06:00, 2460374.750000000,  Uranus,  49.7069010, -0.2813209,
 2024-Mar-05 12:00, 2460375.000000000,  Uranus,  49.7148354, -0.2812317,
 2024-Mar-05 18:00, 2460375.250000000,  Uranus,  49.7228153, -0.2811426,
 2024-Mar-06 00:00, 2460375.500000000,  Uranus,  49.7308407, -0.2810535,
 2024-Mar-06 06:00, 2460375.750000000,  Uranus,  49.7389112, -0.2809646,
 2024-Mar-06 12:00, 2460376.000000000,  Uranus,  49.7470266, -0.2808758,
 2024-Mar-06 18:00, 2460376.250000000,  Uranus,  49.7551867, -0.2807871,
 2024-Mar-07 00:00, 2460376.500000000,  Uranus,  49.7633910, -0.2806985,
 2024-Mar-07 06:00, 2460376.750000000,  Uranus,  49.7716395, -0.2806100,
 2024-Mar-07 12:00, 2460377.000000000,  Uranus,  49.7799319, -0.2805217,
 2024-Mar-07 18:00, 2460377.250000000,  Uranus,  49.7882680, -0.2804335,
 2024-Mar-08 00:00, 2460377.500000000,  Uranus,  49.7966475, -0.2803454,
 2024-Mar-08 06:00, 2460377.750000000,  Uranus,  49.8050704, -0.2802575,
 2024-Mar-08 12:00, 2460378.000000000,  Uranus,  49.8135364, -0.2801696,
 2024-Mar-08 18:00, 2460378.250000000,  Uranus,  49.8220453, -0.2800819,
 2024-Mar-09 00:00, 2460378.500000000,  Uranus,  49.8305972, -0.2799943,
 2024-Mar-09 06:00, 2460378.750000000,  Uranus,  49.8391918, -0.2799067,
 2024-Mar-09 12:00, 2460379.000000000,  Uranus,  49.8478290, -0.2798193,
 2024-Mar-09 18:00, 2460379.250000000,  Uranus,  49.8565089, -0.2797319,
 2024-Mar-10 00:00, 2460379.500000000,  Uranus,  49.8652315, -0.2796448,
 2024-Mar-10 06:00, 2460379.750000000,  Uranus,  49.8739966, -0.2795577,
 2024-Mar-10 12:00, 2460380.000000000,  Uranus,  49.8828044, -0.2794709,
 2024-Mar-10 18:00, 2460380.250000000,  Uranus,  49.8916550, -0.2793842,
 2024-Mar-11 00:00, 2460380.500000000,  Uranus,  49.9005483, -0.2792976,
 2024-Mar-11 06:00, 2460380.750000000,  Uranus,  49.9094844, -0.2792112,
 2024-Mar-11 12:00, 2460381.000000000,  Uranus,  49.9184633, -0.2791249,
 2024-Mar-11 18:00, 2460381.250000000,  Uranus,  49.9274850, -0.2790388,
 2024-Mar-12 00:00, 2460381.500000000,  Uranus,  49.9365497, -0.2789529,
 2024-Mar-12 06:00, 2460381.750000000,  Uranus,  49.9456572, -0.2788671,
 2024-Mar-12 12:00, 2460382.000000000,  Uranus,  49.9548076, -0.2787815,
 2024-Mar-12 18:00, 2460382.250000000,  Uranus,  49.9640007, -0.2786961,
 2024-Mar-13 00:00, 2460382.500000000,  Uranus,  49.9732367, -0.2786109,
 2024-Mar-13 06:00, 2460382.750000000,  Uranus,  49.9825154, -0.2785258,
 2024-Mar-13 12:00, 2460383.000000000,  Uranus,  49.9918366, -0.2784410,
 2024-Mar-13 18:00, 2460383.250000000,  Uranus,  50.0012002, -0.2783562,
 2024-Mar-14 00:00, 2460383.500000000,  Uranus,  50.0106061, -0.2782717,
 2024-Mar-14 06:00, 2460383.750000000,  Uranus,  50.0200540, -0.2781873,
 2024-Mar-14 12:00, 2460384.000000000,  Uranus,  50.0295438, -0.2781030,
 2024-Mar-14 18:00, 2460384.250000000,  Uranus,  50.0390752, -0.2780189,
 2024-Mar-15 00:00, 2460384.500000000,  Uranus,  50.0486480, -0.2779351,
 2024-Mar-15 06:00, 2460384.750000000,  Uranus,  50.0582619, -0.2778514,
 2024-Mar-15 12:00, 2460385.000000000,  Uranus,  50.0679167, -0.2777680,
 2024-Mar-15 18:00, 2460385.250000000,  Uranus,  50.0776121, -0.2776848,
 2024-Mar-16 00:00, 2460385.500000000,  Uranus,  50.0873480, -0.2776017,
 2024-Mar-16 06:00, 2460385.750000000,  Uranus,  50.0971239, -0.2775188,
 2024-Mar-16 12:00, 2460386.000000000,  Uranus,  50.1069398, -0.2774362,
 2024-Mar-16 18:00, 2460386.250000000,  Uranus,  50.1167951, -0.2773536,
 2024-Mar-17 00:00, 2460386.500000000,  Uranus,  50.1266898, -0.2772713,
 2024-Mar-17 06:00, 2460386.750000000,  Uranus,  50.1366235, -0.2771892,
 2024-Mar-17 12:00, 2460387.000000000,  Uranus,  50.1465959, -0.2771072,
 2024-Mar-17 18:00, 2460387.250000000,  Uranus,  50.1566069, -0.2770255,
 2024-Mar-18 00:00, 2460387.500000000,  Uranus,  50.1666561, -0.2769439,
 2024-Mar-18 06:00, 2460387.750000000,  Uranus,  50.1767434, -0.2768626,
 2024-Mar-18 12:00, 2460388.000000000,  Uranus,  50.1868684, -0.2767815,
 2024-Mar-18 18:00, 2460388.250000000,  Uranus,  50.1970311, -0.2767005,
 2024-Mar-19 00:00, 2460388.500000000,  Uranus,  50.2072311, -0.2766198,
 2024-Mar-19 06:00, 2460388.750000000,  Uranus,  50.2174682, -0.2765393,
 2024-Mar-19 12:00, 2460389.000000000,  Uranus,  50.2277422, -0.2764589,
 2024-Mar-19 18:00, 2460389.250000000,  Uranus,  50.2380530, -0.2763788,
 2024-Mar-20 00:00, 2460389.500000000,  Uranus,  50.2484003, -0.2762990,
